name,platform,r-date,score,user score,developer,genre,players,critics,users,Goty,year
TMNT,PSP,"March 20, 2007",37,4.3,UbisoftMontreal,"Action,Beat-'Em-Up,Beat-'Em-Up,2D",1-2,7,16,0,2007
Aqua Teen Hunger Force Zombie Ninja Pro-Am,PlayStation2,"November 5, 2007",37,6.3,CreatStudios,"Action,General",1-2,19,11,0,2007
Shifters,PlayStation2,"June 17, 2002",37,5.9,3DO,"Action Adventure,Fantasy",1 Player,12,8,0,2002
Legend of the Dragon,Wii,"May 1, 2007",37,4.8,NekoEntertainment,"Action,Fighting,Fighting,3D,3D",1-2,14,5,0,2007
Quantum Theory,Xbox360,"September 28, 2010",37,3.6,Tecmo,"Action,Shooter,Shooter,Third-Person,Fantasy,Fantasy,Arcade",10  Online,39,41,0,2010
Duke Nukem: Land of the Babes,PlayStation,"September 19, 2000",37,6.9,n-Space,"Action,Shooter,Third-Person,Sci-Fi",1-2,7,34,0,2000
Fight Club,Xbox,"November 16, 2004",37,4.9,GenuineGames,"Action,Fighting,3D",2  Online,29,12,0,2004
Agony,PlayStation4,"May 29, 2018",37,4.6,MadmindStudio,"Action Adventure,General,Survival",No Online Multiplayer,17,150,0,2018
Crash Boom Bang!,DS,"October 10, 2006",37,4.4,DimpsCorporation,"Miscellaneous,Party,Party,Party / Minigame",1-4,14,55,0,2006
Gauntlet: Dark Legacy,GameBoyAdvance,"November 25, 2002",37,tbd,PocketStudios,"Action,Beat-'Em-Up",1 Player,12,0,0,2002
Hour of Victory,Xbox360,"June 25, 2007",37,3.1,Nfusion,"Action,Shooter,Shooter,First-Person,Historic,Historic,Arcade",12  Online,33,46,0,2007
Blackwater,Xbox360,"October 25, 2011",37,4.8,ZombieStudios,"Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade",No info,12,15,0,2011
NFL Blitz 20-02,GameBoyAdvance,"September 17, 2001",37,tbd,OutLookEntertainment,"Sports,Traditional,Football,Arcade",No info,9,0,0,2001
Left Alive,PlayStation4,"March 5, 2019",37,8.3,"SquareEnix,ilinxinc.","Action Adventure,General",No Online Multiplayer,39,1614,0,2019
Defender,GameBoyAdvance,"November 3, 2002",37,tbd,OutLookEntertainment,"Action,Shooter,Scrolling",1-2,12,0,0,2002
Rocky and Bullwinkle,Xbox360,"April 16, 2008",37,4.4,ZenStudios,"Miscellaneous,Party,Party,Party / Minigame",1-4,16,9,0,2008
Underworld Ascendant,PC,"November 15, 2018",37,2.1,OtherSideEntertainment,"Role-Playing,General",No Online Multiplayer,19,47,0,2018
Wonder World Amusement Park,Wii,"July 8, 2008",37,4.5,CoyoteConsole,"Miscellaneous,Party,Party,Party / Minigame",1-4,9,4,0,2008
Ready 2 Rumble Revolution,Wii,"March 17, 2009",37,4.4,10tacleStudios,"Sports,Traditional,Individual,Boxing,Boxing,Combat,Boxing / Martial Arts",1-2,31,5,0,2009
Mike Tyson Heavyweight Boxing,Xbox,"July 17, 2002",37,tbd,AtomicPlanetEntertainment,"Sports,Traditional,Boxing",1-2,13,0,0,2002
Crystal Rift,PlayStation4,"November 29, 2016",37,6.6,PsytecGamesLtd,"Role-Playing,Western-Style",No info,10,13,0,2016
Traitors Gate 2,PC,"November 2, 2003",37,3.8,258ProductionsAB,"Adventure,3D,Modern,Third-Person",1 Player,14,9,0,2003
Frogger 2,Xbox360,"June 11, 2008",37,6.3,"Voltex,Inc.","Action,General,General",4  Online,12,9,0,2008
Escape from Bug Island,Wii,"July 25, 2007",37,5.3,Spike,"Action Adventure,Horror,Horror,Survival",No Online Multiplayer,13,26,0,2007
Tamagotchi Party On!,Wii,"May 29, 2007",37,4,h.a.n.d.Inc.,"Miscellaneous,Party,Party,Party / Minigame",No Online Multiplayer,11,6,0,2007
3D Classics: Urban Champion,3DS,"August 18, 2011",37,5.7,Arika,"Action,Fighting,Fighting,2D,2D",No info,7,22,0,2011
Lucha Fury,Xbox360,"June 22, 2011",37,5.9,PunchersImpact,"Action,Beat-'Em-Up,Beat-'Em-Up,2D",No info,17,7,0,2011
Fluster Cluck,PlayStation4,"October 21, 2014",37,4.1,LOOTEntertainment,"Action,General",No info,10,27,0,2014
Combat Medic: Special Operations,PC,"April 30, 2002",37,4.8,LegacyInteractive,"Action Adventure,Modern,General,Modern",1 Player,7,5,0,2002
Past Cure,PlayStation4,"February 23, 2018",37,4.7,Phantom8,"Action,General",No Online Multiplayer,22,52,0,2018
Dead Space Ignition,PlayStation3,"October 12, 2010",36,3.9,SumoDigital,"Puzzle,Miscellaneous,Puzzle,Action,Puzzle,Shooter,Third-Person,Action,General,Sci-Fi",No info,19,27,0,2010
Pimp My Ride,PlayStation2,"November 21, 2006",36,4.4,Eutechnyx,"Strategy,General",1 Player,9,20,0,2006
The History Channel: Battle for the Pacific,PlayStation3,"February 19, 2008",36,1.8,Activision,"Action,Shooter,Shooter,First-Person,Historic,Historic,Arcade",No info,7,16,0,2008
Sniper: Art of Victory,PC,"October 16, 2008",36,3.2,CityInteractive,"Action,Shooter,Shooter,First-Person,Tactical,Historic,Historic",No Online Multiplayer,7,25,0,2008
Torino 2006 - the Official Video Game of the XX Olympic Winter Games,Xbox,"January 24, 2006",36,tbd,49Games,"Sports,Olympic Sports",1-4,26,0,0,2006
Darkstar: The Interactive Movie,PC,"November 8, 2010",36,6.3,ParallaxSoftware,"Action,Adventure,Interactive Movie,General,Interactive Movie",No info,7,15,0,2010
Shaq Fu: A Legend Reborn,PlayStation4,"June 5, 2018",36,5.2,BigDeezProductions,"Action,Beat-'Em-Up,2D",No Online Multiplayer,12,29,0,2018
The Sum of All Fears,GameCube,"January 9, 2003",36,3.6,UbisoftShanghai,"Action,Shooter,First-Person,Tactical,Modern",1 Player,11,7,0,2003
Kung Fu Rider,PlayStation3,"September 7, 2010",36,4.3,SCEJapanStudio,"Action,General,General",No info,45,23,0,2010
NBA Live 14,XboxOne,"November 19, 2013",36,3.1,EASports,"Arcade,Sports,Traditional,Team,Basketball,Arcade",2,14,90,0,2013
Coffin Dodgers,PlayStation4,"May 3, 2016",36,4.6,MilkyTeaStudios,"Racing,Arcade,Automobile",No info,11,22,0,2016
X-Men: Destiny,Wii,"September 27, 2011",36,4.1,SiliconKnights,"Action,Beat-'Em-Up,Beat-'Em-Up,3D",No Online Multiplayer,10,14,0,2011
Fantastic Four: Rise of the Silver Surfer,PlayStation2,"June 15, 2007",36,6.3,7Studios,"Action,General",1-4,7,19,0,2007
Damnation,Xbox360,"May 26, 2009",36,5.3,BlueOmega,"Action,Shooter,Shooter,Third-Person,Sci-Fi,Sci-Fi,Arcade",Up to 8,39,55,0,2009
The Shield: The Game,PlayStation2,"January 9, 2007",36,5.4,PointofView,"Action,Shooter,Third-Person,Modern",1 Player,22,10,0,2007
Orion: Dino Horde,PC,"May 4, 2012",36,5.7,SpiralGameStudios,"Action,Shooter,Shooter,First-Person,Sci-Fi,Arcade",Online Multiplayer,8,402,0,2012
Dream Chronicles,Xbox360,"October 20, 2010",36,tbd,PlayFirst,"Miscellaneous,Puzzle,Puzzle,Hidden Object,General,Puzzle,General",No info,9,0,0,2010
Power Gig: Rise of the SixString,PlayStation3,"October 19, 2010",36,2.4,Seven45Studios,"Action,Miscellaneous,Rhythm,Music Maker,Music Maker,Music",No info,10,5,0,2010
Air Conflicts: Aces of World War II,PSP,"April 14, 2009",36,tbd,CowboyRodeo,"Simulation,Flight,WWII,WWII,Combat",1-8,12,0,0,2009
MTV's Celebrity Deathmatch,Xbox,"October 14, 2003",36,1.9,BigApeProductions,"Action,Fighting,3D",1-2,17,12,0,2003
Disney Sports Skateboarding,GameCube,"November 17, 2002",36,4.7,KCEO,"Sports,Alternative,Skateboarding",1-2,7,6,0,2002
Teenage Mutant Ninja Turtles: Arcade Attack,DS,"November 10, 2009",36,5.9,Ubisoft,"Action,Beat-'Em-Up,Beat-'Em-Up",No info,8,7,0,2009
Hollow,Switch,"February 22, 2018",36,4.6,MMEU,"Action Adventure,Survival",No Online Multiplayer,10,56,0,2018
Legends of Pegasus,PC,"August 10, 2012",36,1.5,"Kalypso,NovacoreStudios","Simulation,Strategy,Turn-Based,General,General,4X",No info,11,113,0,2012
Power Gig: Rise of the SixString,Xbox360,"October 19, 2010",36,2.1,Seven45Studios,"Action,Miscellaneous,Rhythm,Music Maker,Music Maker,Music",No info,20,17,0,2010
Damnation,PlayStation3,"May 26, 2009",36,3.1,BlueOmega,"Action,Shooter,Shooter,Third-Person,Sci-Fi,Sci-Fi,Arcade",Up to 8,36,49,0,2009
Alekhine's Gun,PlayStation4,"March 1, 2016",36,3.7,"MaximumGames,BigmoonStudios","Action Adventure,General",No Online Multiplayer,10,76,0,2016
Jeremy McGrath Supercross World,GameCube,"February 27, 2002",36,6,Acclaim,"Driving,Racing,Motorcycle,Motocross",No info,14,6,0,2002
Torrente,PC,"December 6, 2004",36,8.7,Cinemaware,"Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade",1 Player,14,66,0,2004
Umbrella Corps,PC,"June 21, 2016",36,2.1,Capcom,"Action,Shooter,Third-Person,Tactical",Online Multiplayer,15,95,0,2016
Risen 3: Titan Lords,PlayStation3,"August 12, 2014",36,3.8,PiranhaBytes,"Role-Playing,General,Action RPG",No info,8,84,0,2014
Double D Dodgeball,Xbox360,"July 16, 2008",36,7,Yuke's,"Action,Sports,General,General,Team,Other",8  Online,15,6,0,2008
Arc of Alchemist,Switch,"January 30, 2020",36,4,CompileHeart,"Role-Playing,Action RPG",No Online Multiplayer,7,5,0,2020
Fight Club,PlayStation2,"November 16, 2004",36,4.4,GenuineGames,"Action,Fighting,3D",2  Online,28,25,0,2004
Eternity: The Last Unicorn,PlayStation4,"March 5, 2019",36,3.9,VoidStudios,"Role-Playing,Action RPG",No Online Multiplayer,8,19,0,2019
Tokyo Tattoo Girls,PlayStationVita,"November 14, 2017",36,4.1,SUSHITYPHOONGAMES,"Action,General",No info,8,12,0,2017
One Piece: Grand Cruise,PlayStation4,"May 22, 2018",35,2.8,BandaiNamcoGames,"Action,General",No Online Multiplayer,9,15,0,2018
Infernal: Hell's Vengeance,Xbox360,"June 30, 2009",35,4.8,MetropolisSoftware,"Action,Shooter,Shooter,Third-Person,Fantasy,Fantasy,Arcade",1 Player,23,12,0,2009
Tsunami 2265,PC,"August 4, 2002",35,4.4,Prograph,"Action,Shooter,Shooter,Third-Person,Sci-Fi,Sci-Fi,Arcade",1 Player,11,5,0,2002
Jackass the Game,DS,"January 8, 2008",35,tbd,SensorySweep,"Action,General,General",1 Player,10,0,0,2008
Bad Boys: Miami Takedown,GameCube,"September 14, 2004",35,2,BlitzGames,"Action,Shooter,Third-Person,Modern",1 Player,11,9,0,2004
Terminator 3: Rise of the Machines,Xbox,"November 11, 2003",35,2,BlackOpsEntertainment,"Action Adventure,Sci-Fi",1 Player,24,10,0,2003
Charlie and the Chocolate Factory,PlayStation2,"July 11, 2005",35,4.1,"HighVoltageSoftware,BackboneEntertainment","Action Adventure,Modern",1 Player,21,29,0,2005
Fantastic Four: Rise of the Silver Surfer,DS,"June 15, 2007",35,4.8,7Studios,"Action,General,General",1 Player,8,13,0,2007
Dead Space Ignition,Xbox360,"October 13, 2010",35,4.5,SumoDigital,"Miscellaneous,Puzzle,Action,Shooter,Puzzle,Puzzle,Third-Person,Action,Sci-Fi",No info,26,33,0,2010
7 Days to Die,XboxOne,"June 28, 2016",35,5.4,"IronGalaxyStudios,TheFunPimps","Action,Action Adventure,Shooter,Survival,Sandbox,First-Person,Arcade",Up to 4,17,103,0,2016
Jeremy McGrath Supercross World,PlayStation2,"November 15, 2001",35,2.9,Acclaim,"Driving,Racing,Motorcycle,Motocross",1-2,9,15,0,2001
George of the Jungle and the Search for the Secret,Wii,"March 18, 2008",35,4,Crave,"Action,Platformer,Platformer,2D,2D",No Online Multiplayer,10,6,0,2008
The Golden Compass,Wii,"December 4, 2007",35,6.8,ShinyEntertainment,"Action Adventure,Fantasy,General,Fantasy",1 Player,12,6,0,2007
Enemy Front,Xbox360,"June 10, 2014",35,5.6,CIGames,"Action,Shooter,Shooter,First-Person,Tactical,Historic,Historic",No info,8,85,0,2014
Showtime Championship Boxing,Wii,"December 13, 2007",35,4.4,NikitovaGames,"Sports,Traditional,Individual,Boxing,Boxing,Combat,Boxing / Martial Arts",1-2,7,11,0,2007
Street Jam Basketball,GameBoyAdvance,"April 25, 2004",35,7.7,Prograph,"Sports,Traditional,Basketball,Arcade",1-2,7,6,0,2004
Bad Boys: Miami Takedown,Xbox,"September 14, 2004",35,5.9,BlitzGames,"Action,Shooter,Third-Person,Modern",1 Player,20,9,0,2004
NCIS,Xbox360,"November 1, 2011",35,4,Ubisoft,"Adventure,General,General",No Online Multiplayer,11,7,0,2011
Drug Wars (2009),PC,"March 17, 2009",35,4.5,PaleoEntertainment,"Action,Shooter,First-Person,Sci-Fi",No info,9,29,0,2009
The History Channel: Battle for the Pacific,Xbox360,"December 4, 2007",35,5.9,CauldronLtd.,"Action,Shooter,Shooter,First-Person,Historic,Historic,Arcade",12  Online,11,22,0,2007
Fast & Furious Crossroads,PlayStation4,"August 7, 2020",35,1.8,SlightlyMadStudios,"Action Adventure,Linear,Racing,Arcade,Automobile",Up to 9,13,212,0,2020
Girl Fight,PlayStation3,"September 24, 2013",35,4.9,"MicroProse,KungFuFactory","Action,Fighting,Fighting,3D,3D",No info,11,14,0,2013
Valhalla Knights: Eldar Saga,Wii,"September 30, 2009",35,6.9,"K2,Kurogane","Role-Playing,General,General,Action RPG",No info,17,20,0,2009
Super Seducer: How to Talk to Girls,PC,"March 6, 2018",35,6.4,RLRTrainingInc,"Adventure,Visual Novel",No Online Multiplayer,8,42,0,2018
Fugitive Hunter: War on Terror,PlayStation2,"November 18, 2003",35,5,BlackOpsEntertainment,"Action,Shooter,First-Person,Modern",1 Player,15,22,0,2003
Star Raiders,Xbox360,"May 11, 2011",35,5,IncineratorGames,"Action,Simulation,General,Sci-Fi,Space,Small Spaceship,Small Spaceship,Combat",No info,17,6,0,2011
King of Clubs,Wii,"August 4, 2008",35,tbd,OxygenInteractive,"Sports,Traditional,Individual,Golf,Arcade,Arcade",No Online Multiplayer,11,0,0,2008
Langrisser Re:Incarnation -TENSEI-,3DS,"April 19, 2016",35,4.4,"NCS,extremeCo.,Ltd.","Strategy,Turn-Based,Tactics",No info,9,19,0,2016
ShellShock 2: Blood Trails,PlayStation3,"February 24, 2009",35,4.8,Rebellion,"Action,Shooter,Shooter,First-Person,Third-Person,Historic,Historic,Historic,Arcade",No info,18,29,0,2009
Fireburst,Xbox360,"June 14, 2013",35,4,exDream,"Driving,Racing,Simulation,Rally / Offroad,Rally / Offroad,Automobile",No info,8,7,0,2013
Rambo: The Video Game,PC,"February 21, 2014",34,1.6,Teyon,"Action,General",No Online Multiplayer,22,316,0,2014
Jekyll & Hyde (2001),PC,"October 9, 2001",34,7.2,InUtero,"Action,General,General",No info,10,5,0,2001
The Expendables 2 Videogame,PlayStation3,"July 31, 2012",34,3.9,ZootFly,"Action,General,Shooter,Third-Person,Shoot-'Em-Up,Modern,Top-Down",No info,18,51,0,2012
David Beckham Soccer,GameBoyAdvance,"October 7, 2002",34,4.2,YoyoEntertainment,"Sports,Traditional,Soccer,Arcade",No info,8,5,0,2002
Shadow Harvest: Phantom Ops,PC,"April 5, 2011",34,2.3,BlackLionStudios,"Action,Shooter,Shooter,Third-Person,Tactical,Modern,Modern",No info,12,34,0,2011
Takedown: Red Sabre,PC,"September 20, 2013",34,3,SerellanLLC,"Action,Shooter,General,Shooter,First-Person,Modern,Tactical",No info,17,169,0,2013
Destroy All Humans! Path of the Furon,Xbox360,"December 1, 2008",34,6.4,Sandblast,"Action Adventure,Sci-Fi,Sci-Fi,General",1-2,27,52,0,2008
The Walking Dead: Survival Instinct,PlayStation3,"March 19, 2013",34,3.7,TerminalReality,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",No info,14,202,0,2013
Past Cure,XboxOne,"February 23, 2018",34,6.3,Phantom8,"Action,General",No Online Multiplayer,8,23,0,2018
March of the Penguins,DS,"November 27, 2006",34,8.1,"SkyworksTechnologies,SkyRiverStudios","Action,General,General",1 Player,8,27,0,2006
Agony,XboxOne,"May 29, 2018",34,4.5,MadmindStudio,"Action Adventure,General,Survival",No Online Multiplayer,11,71,0,2018
Transformers: Dark of the Moon - Stealth Force Edition,Wii,"June 14, 2011",34,2.5,BehaviourInteractive,"Action,General,General",1 Player,14,6,0,2011
You Are Empty,PC,"June 1, 2007",34,5.7,"DigitalSprayStudios,MandelArtPlains","Action,Shooter,Shooter,First-Person,Historic,Arcade",1 Player,14,81,0,2007
Astro Boy: The Video Game,DS,"October 20, 2009",34,5.7,Art,"Action,General,Platformer,2D",No info,9,6,0,2009
Bomberman: Act Zero,Xbox360,"August 29, 2006",34,2.2,Hudson,"Miscellaneous,Puzzle,Action,General,Puzzle,Action",Up to 8,41,46,0,2006
Fantasy Hero: Unsigned Legacy,Switch,"January 25, 2018",34,3.7,ArcSystemWorks,"Role-Playing,Action RPG",No Online Multiplayer,7,7,0,2018
The Shield: The Game,PC,"January 22, 2007",34,3.5,PointofView,"Action,Shooter,Shooter,Third-Person,Modern,Modern,Arcade",1 Player,7,8,0,2007
Girl Fight,Xbox360,"September 25, 2013",34,5.5,"MicroProse,KungFuFactory","Action,Fighting,Fighting,3D,3D",No info,9,19,0,2013
Fast & Furious Crossroads,PC,"August 7, 2020",34,2,SlightlyMadStudios,"Action Adventure,Racing,Arcade,Linear,Automobile",Up to 9,10,50,0,2020
McFarlane's Evil Prophecy,PlayStation2,"June 15, 2004",34,3,Konami,"Action,General",1-4,28,6,0,2004
Chicago Enforcer,Xbox,"February 23, 2005",33,2.6,TouchdownEntertainment,"Action,Shooter,First-Person,Historic",8  Online,9,5,0,2005
Shrek: Super Party,Xbox,"November 29, 2002",33,7.2,MassMedia,"Miscellaneous,Party",1-4,9,13,0,2002
AMY,PlayStation3,"January 17, 2012",33,3,LexisNumerique,"Action Adventure,Horror,Horror,Survival",No info,29,80,0,2012
AMY,PlayStation3,"January 17, 2012",33,3,LexisNumerique,"Action Adventure,Horror,Horror,Survival",No info,29,80,0,2012
Kick-Ass,PlayStation3,"April 29, 2010",33,2.6,FrozenCodebase,"Action,Fighting,Fighting,3D,3D",No info,9,19,0,2010
Superman Returns,DS,"November 20, 2006",33,4.6,EATiburon,"Action,Action Adventure,Beat-'Em-Up,Beat-'Em-Up,Open-World,2D",No Online Multiplayer,8,14,0,2006
The Incredible Hulk,PC,"June 10, 2008",33,4.4,EdgeofReality,"Action,General,General",1 Player,11,37,0,2008
Mike Tyson Heavyweight Boxing,PlayStation2,"June 23, 2002",33,3.5,Codemasters,"Sports,Traditional,Boxing",1-2,13,12,0,2002
Farming Simulator,Xbox360,"November 19, 2013",33,6.2,GiantsSoftware,"Simulation,General,General,Virtual,Career",No Online Multiplayer,12,30,0,2013
X Rebirth,PC,"November 15, 2013",33,3.2,Egosoft,"Simulation,Sci-Fi,Space,Large Spaceship,Large Spaceship,Civilian",No info,24,1307,0,2013
Dawn of Fear,PlayStation4,"February 3, 2020",33,4.6,Brok3nsite,"Action Adventure,Survival",No Online Multiplayer,12,30,0,2020
Van Helsing,GameBoyAdvance,"May 6, 2004",33,6.3,Saffire,"Action,General",1 Player,11,6,0,2004
Yu Yu Hakusho: Spirit Detective,GameBoyAdvance,"December 2, 2003",33,8,SensorySweep,"Action Adventure,Sci-Fi",1 Player,8,16,0,2003
Demonworld: Dark Armies,PC,"January 13, 2002",33,7.8,Ikarion,"Strategy,Real-Time,Historic,General,Historic",1-4,8,4,0,2002
Dragon Booster,DS,"December 7, 2005",33,7,KonamiComputerEntertainmentHawaii,"Action,Shooter,Shooter,Rail,Rail",1-2,14,10,0,2005
Call of Duty: Black Ops Declassified,PlayStationVita,"November 13, 2012",33,5,Nihilistic,"Shooter,Modern,Action,Shooter,First-Person,Modern,Arcade",Up to 8,58,505,0,2012
Mistmare,PC,"June 30, 2003",33,6.8,ArxelTribe,"Role-Playing,Action RPG,Action RPG",1 Player,7,12,0,2003
Mortal Kombat Advance,GameBoyAdvance,"December 12, 2001",33,3.7,Virtucraft,"Action,Fighting,2D",1-4,16,11,0,2001
Mobile Suit Gundam: Crossfire,PlayStation3,"November 13, 2006",33,4.8,Bec,"Simulation,Sci-Fi,Vehicle,Mech,Mech,Combat",No Online Multiplayer,31,49,0,2006
Megamind: Ultimate Showdown,Xbox360,"November 2, 2010",33,5,"THQAustralia,THQStudioAustralia","Action,Adventure,General,General,General",No info,7,7,0,2010
Target: Terror,Wii,"April 22, 2008",33,3,LeviathanGames,"Action,Shooter,Shooter,Light Gun,Light Gun",1-2,19,17,0,2008
Iron Man,PC,"May 6, 2008",32,2.6,ArtificialMindandMovement,"Action,General,General",1 Player,10,66,0,2008
Bruce Lee: Quest of the Dragon,Xbox,"July 1, 2002",32,2.5,RoninEntertainment,"Action,Beat-'Em-Up",1 Player,24,11,0,2002
Rekoil,PC,"January 28, 2014",32,2.1,PlasticPiranha,"Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade",No info,11,45,0,2014
Zombeer,PC,"January 30, 2015",32,5.7,MoonbiteGames,"Action,General",No info,9,23,0,2015
Women's Volleyball Championship,PlayStation2,"July 29, 2008",32,4,Spike,"Sports,Traditional,Volleyball",1-2,7,4,0,2008
MTV's Celebrity Deathmatch,PlayStation2,"October 14, 2003",32,3.6,BigApeProductions,"Action,Fighting,3D",1-2,17,23,0,2003
Weeping Doll,PlayStation4,"October 27, 2016",32,2.7,TianSheMedia,"Adventure,General",No info,17,17,0,2016
Land of the Dead: Road to Fiddler's Green,Xbox,"October 26, 2005",32,6.5,BrainboxGames,"Action,Shooter,First-Person,Modern",8  Online,9,12,0,2005
Escape Dead Island,Xbox360,"November 18, 2014",32,3.7,FatsharkAB,"Action Adventure,Adventure,3D,Survival,Third-Person,Modern",No info,12,79,0,2014
Sonic Boom: Rise of Lyric,WiiU,"November 11, 2014",32,3.5,BigRedButtonEntertainment,"General,Action,Platformer,3D",No Online Multiplayer,28,647,0,2014
Gene Rain,XboxOne,"July 31, 2018",32,3.6,Deelinetwork,"Action,Shooter,Third-Person,Arcade",No Online Multiplayer,9,9,0,2018
Giana Sisters: Dream Runners,XboxOne,"August 19, 2015",32,4.9,BlackForestGames,"Action,Platformer,2D",No info,7,17,0,2015
Best of Tests DS,DS,"March 4, 2008",32,5,Otaboo,"Miscellaneous,Edutainment,Edutainment",1 Player,8,4,0,2008
The Walking Dead: Survival Instinct,Xbox360,"March 19, 2013",32,4,TerminalReality,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",No info,30,414,0,2013
New World Order,PC,"March 18, 2003",32,3,TermiteGames,"Action,Shooter,Shooter,First-Person,Modern,Tactical,Modern,Arcade",1-32,12,6,0,2003
The Expendables 2 Videogame,Xbox360,"August 17, 2012",32,4.4,ZootFly,"Action,General,Shooter,Third-Person,Shoot-'Em-Up,Modern,Top-Down",No info,11,21,0,2012
Jenga World Tour,DS,"November 13, 2007",32,tbd,AtomicPlanetEntertainment,"Miscellaneous,Puzzle,Party,General",2  Online,7,0,0,2007
Fighters Uncaged,Xbox360,"November 4, 2010",32,4.6,Ubisoft,"Action,Fighting,Fighting,3D,3D",No Online Multiplayer,38,26,0,2010
Dave Mirra BMX Challenge,PSP,"November 2, 2006",32,4.6,LeftFieldProductions,"Driving,Racing,Arcade,Other,Other",4  Online,11,10,0,2006
Coliseum,PC,"January 6, 2004",32,3.2,StormcloudCreations,"Strategy,Breeding/Constructing",1 Player,9,23,0,2004
